condition1.r1,condition1.r2,condition2.r1,condition2.r2,gene_id
5.71015221340343,3.63540763049035,35.8878885150218,40.3021916015842,ENSG00000260917
1616.92476842874,1326.19670360288,6319.25903602009,4503.51156409497,ENSG00000264462
301.686375274815,313.372137748268,5.98131475250364,2.0667790564915,ENSG00000274060
301.686375274815,314.826300800464,5.98131475250364,2.0667790564915,ENSG00000275692
2597.167565063,2866.88245740469,6.97820054458758,8.26711622596598,ENSG00000273937
2597.167565063,2866.88245740469,6.97820054458758,8.26711622596598,ENSG00000276312
2597.167565063,2866.88245740469,8.97197212875546,8.26711622596598,ENSG00000278775
2597.167565063,2866.88245740469,6.97820054458758,8.26711622596598,ENSG00000277671
2597.167565063,2866.88245740469,5.98131475250364,9.30050575421173,ENSG00000273739
2597.167565063,2866.88245740469,5.98131475250364,8.26711622596598,ENSG00000276197
1070.65354001314,1326.19670360288,542.305870893663,668.603024774999,ENSG00000258441
308.348219523785,327.186686744131,982.929390994764,1650.32307660846,ENSG00000200795
29.5024531025844,41.44364698759,5.98131475250364,9.30050575421173,ENSG00000279522
341.657440768639,438.430160237136,2216.0771158026,1497.38142642809,ENSG00000277437
2597.167565063,2866.88245740469,5.98131475250364,8.26711622596598,ENSG00000275664
301.686375274815,312.64505622217,5.98131475250364,2.0667790564915,ENSG00000275950
1598.84261975296,1315.29048071141,6249.47703057422,4447.7085295697,ENSG00000275708
2597.167565063,2866.88245740469,7.97508633667152,8.26711622596598,ENSG00000274868
301.686375274815,314.099219274366,5.98131475250364,2.0667790564915,ENSG00000277379
46.6329097427947,37.0811578310016,16.947058465427,15.5008429236862,ENSG00000272004
9.51692035567239,10.906222891471,339.938055100623,270.748056400386,ENSG00000201558
118.009812410338,228.303599194794,557.259157774922,753.34096609115,ENSG00000276410
0,2.18124457829421,71.7757770300436,68.2037088642194,ENSG00000200997
137.043653121682,163.593343372066,624.050505844546,685.137257226931,ENSG00000212195
100.879355770127,141.780897589124,2.99065737625182,2.0667790564915,ENSG00000168126
8.56522832010515,16.7228751002556,51.8380611883649,60.9699821664991,ENSG00000256274
16371.0063958276,14191.9043079082,6200.6296267621,10484.7701535814,ENSG00000096384
37.1159893871223,26.9020164656286,5.98131475250364,9.30050575421173,ENSG00000233728
2081.35048178555,4243.24778630834,6477.76387696144,10537.4730195219,ENSG00000130508
830.8271470502,985.195467862885,2613.83454684409,3293.4124265192,ENSG00000090857
962.160647958479,1409.08399757806,482.492723368627,617.966937890957,ENSG00000132196
180.821486757775,187.587033733302,581.184416784937,687.204036283422,ENSG00000164081
456.812177072275,793.973026499092,2133.33559505963,3305.81310085815,ENSG00000128656
630.97181958108,731.444015254658,3008.60132050933,3830.77498120699,ENSG00000140694
983.097872740958,1550.13781364108,589.159503121608,1148.09576588103,ENSG00000132950
513.913699206309,609.294318870183,2050.59407431666,2388.16319977592,ENSG00000212127
660.474272683664,1192.41370280083,2556.01517090322,4187.29436845177,ENSG00000197386
8.56522832010515,8.72497831317684,39.8754316833576,64.0701507512364,ENSG00000263335
99.9276637345601,74.1623156620031,395.763659457324,573.53118817639,ENSG00000264229
120.864888517039,157.049609637183,401.744974209828,501.193921199188,ENSG00000275221
179.869794722208,172.318321685243,60.8100333171203,56.8364240535161,ENSG00000131652
4389.20366803611,2837.07211483467,1934.95532243493,2527.6707860891,ENSG00000210100
51.3913699206309,33.4457502005112,5.98131475250364,6.20033716947449,ENSG00000228643
51.3913699206309,65.4373373488263,141.557782475919,174.642830273531,ENSG00000114853
83.748899129917,143.23506064132,345.919369853127,471.225624880061,ENSG00000163913
132.285192943846,281.380550599953,1208.22558000573,1655.49002424969,ENSG00000113761
64.7150584185723,53.8040329312572,381.807258368149,364.786503470749,ENSG00000207501
40.9227575293913,39.2624024092958,92.7103786638064,149.841481595633,ENSG00000180902
1381.85683564363,2815.25966905173,5638.38604002676,8757.97625188271,ENSG00000135976
4806.99647165012,5675.59839272153,1436.51242639296,2372.66235685224,ENSG00000072682
218.889168180465,595.479769874319,1150.40620406487,1754.69541896128,ENSG00000205133
203.662095611389,196.312012046479,49.844289604197,36.1686334886012,ENSG00000249996
74.2319787742447,66.1644188749244,451.589263814025,578.698135817619,ENSG00000144152
84.7005911654843,160.685017267673,13.9564010891752,29.9682963191267,ENSG00000260368
0.951692035567239,4.36248915658842,33.8941169308539,59.9365926382534,ENSG00000259755
48.5362938139292,47.9873807224726,196.386501040536,239.746370553014,ENSG00000141959
